drug1,drug2,pair_key
dicloxacillin,norgestrienone,dicloxacillin||norgestrienone
nicardipine,romifidine,nicardipine||romifidine
lorazepam,naloxegol,lorazepam||naloxegol
ezogabine,gantacurium,ezogabine||gantacurium
antipyrine,gadofosveset trisodium,antipyrine||gadofosveset trisodium
agmatine,dextromoramide,agmatine||dextromoramide
erythromycin,valproate bismuth,erythromycin||valproate bismuth
dipyridamole,gabexate,dipyridamole||gabexate
axitinib,repaglinide,axitinib||repaglinide
droperidol,vinpocetine,droperidol||vinpocetine
chlorpromazine,udenafil,chlorpromazine||udenafil
geranylgeranyl diphosphate,pacritinib,geranylgeranyl diphosphate||pacritinib
betrixaban,levomilnacipran,betrixaban||levomilnacipran
asciminib,fenofibrate,asciminib||fenofibrate
acitretin,ethinylestradiol,acitretin||ethinylestradiol
estradiol valerate,etofenamate,estradiol valerate||etofenamate
nomegestrol acetate,probenecid,nomegestrol acetate||probenecid
flurbiprofen axetil,phenylbutazone,flurbiprofen axetil||phenylbutazone
progesterone,sulfamethoxazole,progesterone||sulfamethoxazole
nimesulide,rosiglitazone,nimesulide||rosiglitazone
delapril,vardenafil,delapril||vardenafil
relugolix,vilanterol,relugolix||vilanterol
cabozantinib,candesartan cilexetil,cabozantinib||candesartan cilexetil
cimetropium,promethazine,cimetropium||promethazine
letaxaban,pantothenic acid,letaxaban||pantothenic acid
nifedipine,phenacetin,nifedipine||phenacetin
orbifloxacin,tasimelteon,orbifloxacin||tasimelteon
mianserin,moxifloxacin,mianserin||moxifloxacin
fesoterodine,pentamidine,fesoterodine||pentamidine
repaglinide,rivoglitazone,repaglinide||rivoglitazone
cyclizine,dichlorvos,cyclizine||dichlorvos
fluticasone,isoetharine,fluticasone||isoetharine
pacritinib,tioconazole,pacritinib||tioconazole
mephedrone,silodosin,mephedrone||silodosin
tetryzoline,trichloroethylene,tetryzoline||trichloroethylene
pridinol,quinupramine,pridinol||quinupramine
estradiol benzoate,fluocortolone caproate,estradiol benzoate||fluocortolone caproate
gemigliptin,voglibose,gemigliptin||voglibose
avanafil,carfilzomib,avanafil||carfilzomib
bromotheophylline,dantron,bromotheophylline||dantron
lornoxicam,mefenamic acid,lornoxicam||mefenamic acid
niflumic acid,sulbactam,niflumic acid||sulbactam
tranilast,voglibose,tranilast||voglibose
atropine,isoflurophate,atropine||isoflurophate
cinacalcet,difloxacin,cinacalcet||difloxacin
amineptine,octamoxin,amineptine||octamoxin
buprenorphine,tetrahydrocannabivarin,buprenorphine||tetrahydrocannabivarin
cinnarizine,ticlopidine,cinnarizine||ticlopidine
fosinoprilat,iron sucrose,fosinoprilat||iron sucrose
benmoxin,paliperidone,benmoxin||paliperidone
daclatasvir,vemurafenib,daclatasvir||vemurafenib
bosentan,lumiracoxib,bosentan||lumiracoxib
acamprosate,cefotiam,acamprosate||cefotiam
dextromethadone,talinolol,dextromethadone||talinolol
ceftriaxone,dimethyl sulfoxide,ceftriaxone||dimethyl sulfoxide
brompheniramine,methohexital,brompheniramine||methohexital
bucindolol,phendimetrazine,bucindolol||phendimetrazine
ethenzamide,iobenguane,ethenzamide||iobenguane
fondaparinux,nadolol,fondaparinux||nadolol
carbamazepine,pexidartinib,carbamazepine||pexidartinib
aripiprazole,trovafloxacin,aripiprazole||trovafloxacin
chloroquine,topotecan,chloroquine||topotecan
phenobarbital,renzapride,phenobarbital||renzapride
droperidol,methsuximide,droperidol||methsuximide
cefonicid,cefoperazone,cefonicid||cefoperazone
alcuronium,isopropamide,alcuronium||isopropamide
dl-alpha-tocopherol,primidone,dl-alpha-tocopherol||primidone
mivacurium,oxyphenisatin acetate,mivacurium||oxyphenisatin acetate
betulinic acid,tenidap,betulinic acid||tenidap
icotinib,nicardipine,icotinib||nicardipine
aripiprazole lauroxil,difluocortolone,aripiprazole lauroxil||difluocortolone
cefminox,etomidate,cefminox||etomidate
fenofibrate,pirlindole,fenofibrate||pirlindole
brexpiprazole,meprobamate,brexpiprazole||meprobamate
ammonia n-13,deutetrabenazine,ammonia n-13||deutetrabenazine
acebutolol,melperone,acebutolol||melperone
cefpiramide,temazepam,cefpiramide||temazepam
metixene,orphenadrine,metixene||orphenadrine
atracurium besylate,minaprine,atracurium besylate||minaprine
alitretinoin,ceftobiprole,alitretinoin||ceftobiprole
aluminum sulfate,enalapril,aluminum sulfate||enalapril
aripiprazole lauroxil,naronapride,aripiprazole lauroxil||naronapride
glycyrrhizic acid,simvastatin,glycyrrhizic acid||simvastatin
arecoline,methylphosphinate,arecoline||methylphosphinate
dacarbazine,relcovaptan,dacarbazine||relcovaptan
amodiaquine,mitapivat,amodiaquine||mitapivat
bitolterol,tianeptine,bitolterol||tianeptine
carmustine,nadolol,carmustine||nadolol
cinnarizine,dolasetron,cinnarizine||dolasetron
brexpiprazole,danoprevir,brexpiprazole||danoprevir
amg-222,hydroflumethiazide,amg-222||hydroflumethiazide
etybenzatropine,mephedrone,etybenzatropine||mephedrone
adefovir dipivoxil,sibutramine,adefovir dipivoxil||sibutramine
amiloride,phenazocine,amiloride||phenazocine
dienogest,repaglinide,dienogest||repaglinide
guanfacine,puromycin,guanfacine||puromycin
"2,5-dimethoxy-4-ethylamphetamine",mebeverine,"2,5-dimethoxy-4-ethylamphetamine||mebeverine"
agmatine,heptabarbital,agmatine||heptabarbital
biochanin a,ropinirole,biochanin a||ropinirole
cerivastatin,nilvadipine,cerivastatin||nilvadipine
armodafinil,diethylpropion,armodafinil||diethylpropion
hydroflumethiazide,thioridazine,hydroflumethiazide||thioridazine
amodiaquine,levosimendan,amodiaquine||levosimendan
moperone,primidone,moperone||primidone
cefaclor,tasimelteon,cefaclor||tasimelteon
dyclonine,vinylbital,dyclonine||vinylbital
biperiden,vilanterol,biperiden||vilanterol
benzocaine,tocladesine,benzocaine||tocladesine
articaine,doripenem,articaine||doripenem
lonazolac,oxymetazoline,lonazolac||oxymetazoline
iproniazid,setiptiline,iproniazid||setiptiline
lomerizine,sodium cation,lomerizine||sodium cation
buprenorphine,halofantrine,buprenorphine||halofantrine
cefdinir,tripamide,cefdinir||tripamide
cefodizime,celecoxib,cefodizime||celecoxib
flurazepam,hydracarbazine,flurazepam||hydracarbazine
(r)-warfarin,cefbuperazone,(r)-warfarin||cefbuperazone
emodin,tetrandrine,emodin||tetrandrine
erythromycin,zomepirac,erythromycin||zomepirac
1-benzylimidazole,esmolol,1-benzylimidazole||esmolol
acetylsalicylic acid,ganciclovir,acetylsalicylic acid||ganciclovir
lorcainide,nadolol,lorcainide||nadolol
mofebutazone,temocapril,mofebutazone||temocapril
bendroflumethiazide,bumetanide,bendroflumethiazide||bumetanide
mebutizide,rizatriptan,mebutizide||rizatriptan
naluzotan,triazolam,naluzotan||triazolam
bufotenine,phenazocine,bufotenine||phenazocine
alpelisib,tetrodotoxin,alpelisib||tetrodotoxin
cephaloglycin,dexpropranolol,cephaloglycin||dexpropranolol
methapyrilene,pyrantel,methapyrilene||pyrantel
aniracetam,etiracetam,aniracetam||etiracetam
dimethyl sulfoxide,nateglinide,dimethyl sulfoxide||nateglinide
liothyronine,metaxalone,liothyronine||metaxalone
curcumin,flecainide,curcumin||flecainide
sulfametrole,tolbutamide,sulfametrole||tolbutamide
clonidine,lobeglitazone,clonidine||lobeglitazone
nomifensine,safrazine,nomifensine||safrazine
curcumin,telaprevir,curcumin||telaprevir
bucindolol,dexniguldipine,bucindolol||dexniguldipine
iron sucrose,n-propargyl-1(s)-aminoindan,iron sucrose||n-propargyl-1(s)-aminoindan
methoxamine,tolfenamic acid,methoxamine||tolfenamic acid
"2,5-dimethoxy-4-ethylthioamphetamine",8-azaguanine,"2,5-dimethoxy-4-ethylthioamphetamine||8-azaguanine"
difenpiramide,dihydroergotamine,difenpiramide||dihydroergotamine
remoxipride,tenamfetamine,remoxipride||tenamfetamine
nitroaspirin,phenmetrazine,nitroaspirin||phenmetrazine
benzydamine,tenamfetamine,benzydamine||tenamfetamine
ethadione,safinamide,ethadione||safinamide
mitemcinal,theodrenaline,mitemcinal||theodrenaline
orvepitant,wortmannin,orvepitant||wortmannin
mitotane,upadacitinib,mitotane||upadacitinib
fluorouracil,lorajmine,fluorouracil||lorajmine
aluminium glycinate,pipemidic acid,aluminium glycinate||pipemidic acid
acetylsalicylic acid,gadobenic acid,acetylsalicylic acid||gadobenic acid
eszopiclone,promazine,eszopiclone||promazine
betamethasone,salicylamide,betamethasone||salicylamide
dotarizine,metoclopramide,dotarizine||metoclopramide
lenabasum,oxprenolol,lenabasum||oxprenolol
danicopan,panobinostat,danicopan||panobinostat
isavuconazonium,mibefradil,isavuconazonium||mibefradil
carbidopa,endralazine,carbidopa||endralazine
paramethasone,phenserine,paramethasone||phenserine
7-nitroindazole,gabapentin,7-nitroindazole||gabapentin
(r)-etodolac,artemether,(r)-etodolac||artemether
benmoxin,carbetocin,benmoxin||carbetocin
eribulin,ricolinostat,eribulin||ricolinostat
cephalexin,salicylamide,cephalexin||salicylamide
lercanidipine,mavacamten,lercanidipine||mavacamten
ethinylestradiol,quercetin,ethinylestradiol||quercetin
celiprolol,mirodenafil,celiprolol||mirodenafil
doxorubicin,leflunomide,doxorubicin||leflunomide
deramciclane,imatinib,deramciclane||imatinib
primaquine,tezacaftor,primaquine||tezacaftor
clorazepic acid,ecopipam,clorazepic acid||ecopipam
delafloxacin,eszopiclone,delafloxacin||eszopiclone
droxicam,valganciclovir,droxicam||valganciclovir
pivhydrazine,pregabalin,pivhydrazine||pregabalin
estradiol cypionate,indalpine,estradiol cypionate||indalpine
pergolide,roxithromycin,pergolide||roxithromycin
delafloxacin,phenazopyridine,delafloxacin||phenazopyridine
adrafinil,bucindolol,adrafinil||bucindolol
cyclopenthiazide,estradiol cypionate,cyclopenthiazide||estradiol cypionate
acteoside,danicopan,acteoside||danicopan
carbidopa,etoperidone,carbidopa||etoperidone
hexapropymate,ramosetron,hexapropymate||ramosetron
droperidol,idalopirdine,droperidol||idalopirdine
perindoprilat,phendimetrazine,perindoprilat||phendimetrazine
fleroxacin,fluticasone furoate,fleroxacin||fluticasone furoate
dabigatran etexilate,permethrin,dabigatran etexilate||permethrin
lubiprostone,nateglinide,lubiprostone||nateglinide
pirprofen,sevelamer,pirprofen||sevelamer
jnj-26489112,lisuride,jnj-26489112||lisuride
eliglustat,fosaprepitant,eliglustat||fosaprepitant
acrivastine,metoprolol,acrivastine||metoprolol
dexamethasone isonicotinate,nandrolone decanoate,dexamethasone isonicotinate||nandrolone decanoate
medifoxamine,moperone,medifoxamine||moperone
histrelin,mepyramine,histrelin||mepyramine
azithromycin,estradiol acetate,azithromycin||estradiol acetate
bumadizone,digoxin,bumadizone||digoxin
(r)-atenolol,pilocarpine,(r)-atenolol||pilocarpine
dolasetron,tamsulosin,dolasetron||tamsulosin
mebutamate,trifluperidol,mebutamate||trifluperidol
clonazepam,deferasirox,clonazepam||deferasirox
fesoterodine,zonisamide,fesoterodine||zonisamide
benzquinamide,lactitol,benzquinamide||lactitol
emopamil,haloperidol,emopamil||haloperidol
piracetam,polythiazide,piracetam||polythiazide
levmetamfetamine,tianeptine,levmetamfetamine||tianeptine
glyburide,talinolol,glyburide||talinolol
dexamethasone acetate,taurocholic acid,dexamethasone acetate||taurocholic acid
butaperazine,metahexamide,butaperazine||metahexamide
fluprednidene,pazopanib,fluprednidene||pazopanib
etomidate,nortriptyline,etomidate||nortriptyline
emylcamate,perazine,emylcamate||perazine
dexamethasone acetate,methanesulfonyl fluoride,dexamethasone acetate||methanesulfonyl fluoride
bupivacaine,doxifluridine,bupivacaine||doxifluridine
medroxyprogesterone acetate,rosuvastatin,medroxyprogesterone acetate||rosuvastatin
iproniazid,ritanserin,iproniazid||ritanserin
lidocaine,remifentanil,lidocaine||remifentanil
phenazocine,rotigotine,phenazocine||rotigotine
anagrelide,belinostat,anagrelide||belinostat
phenelzine,stiripentol,phenelzine||stiripentol
isosorbide mononitrate,ramipril,isosorbide mononitrate||ramipril
bifeprunox,ezogabine,bifeprunox||ezogabine
acyclovir,folic acid,acyclovir||folic acid
(r)-propafenone,taxifolin,(r)-propafenone||taxifolin
dicoumarol,tedizolid phosphate,dicoumarol||tedizolid phosphate
pasireotide,ziprasidone,pasireotide||ziprasidone
aminophylline,mirabegron,aminophylline||mirabegron
bupivacaine,mebutamate,bupivacaine||mebutamate
gemfibrozil,ponatinib,gemfibrozil||ponatinib
lacidipine,magnesium orotate,lacidipine||magnesium orotate
hydromorphone,prucalopride,hydromorphone||prucalopride
lisuride,naphazoline,lisuride||naphazoline
mestranol,quercetin,mestranol||quercetin
aminophenazone,flavoxate,aminophenazone||flavoxate
cyclopropane,pizotifen,cyclopropane||pizotifen
deucravacitinib,diroximel fumarate,deucravacitinib||diroximel fumarate
proglumetacin,trifluoperazine,proglumetacin||trifluoperazine
nelfinavir,vorapaxar,nelfinavir||vorapaxar
emedastine,lapatinib,emedastine||lapatinib
peldesine,thiopental,peldesine||thiopental
cefmenoxime,trifluridine,cefmenoxime||trifluridine
metolazone,triamterene,metolazone||triamterene
2-fluoroadenosine,dermatan sulfate,2-fluoroadenosine||dermatan sulfate
clorindione,oxandrolone,clorindione||oxandrolone
lomifylline,troleandomycin,lomifylline||troleandomycin
cefodizime,indium in-111 oxyquinoline,cefodizime||indium in-111 oxyquinoline
dacarbazine,fenoprofen,dacarbazine||fenoprofen
dexverapamil,gallopamil,dexverapamil||gallopamil
rimiterol,tadalafil,rimiterol||tadalafil
flumazenil,n-acetyltyrosine,flumazenil||n-acetyltyrosine
lonafarnib,metergoline,lonafarnib||metergoline
buthiazide,peruvoside,buthiazide||peruvoside
carbamoylcholine,decamethonium,carbamoylcholine||decamethonium
acarbose,chlorsulfaquinoxaline,acarbose||chlorsulfaquinoxaline
ketorolac,solriamfetol,ketorolac||solriamfetol
forasartan,tiaprofenic acid,forasartan||tiaprofenic acid
fezolinetant,sparfloxacin,fezolinetant||sparfloxacin
ambrisentan,vonoprazan,ambrisentan||vonoprazan
gemfibrozil,quinidine,gemfibrozil||quinidine
serdexmethylphenidate,taxifolin,serdexmethylphenidate||taxifolin
cloxacillin,ormeloxifene,cloxacillin||ormeloxifene
moricizine,piclozotan,moricizine||piclozotan
phenylbutazone,pirlindole,phenylbutazone||pirlindole
aripiprazole,carbinoxamine,aripiprazole||carbinoxamine
nomegestrol acetate,venetoclax,nomegestrol acetate||venetoclax
capecitabine,lonazolac,capecitabine||lonazolac
allicin,caroverine,allicin||caroverine
ipratropium,ritodrine,ipratropium||ritodrine
captopril,selexipag,captopril||selexipag
febuxostat,glyburide,febuxostat||glyburide
mosapramine,tetracaine,mosapramine||tetracaine
debrisoquine,epirizole,debrisoquine||epirizole
elbasvir,pralatrexate,elbasvir||pralatrexate
lorcaserin,oxybenzone,lorcaserin||oxybenzone
difluprednate,gliclazide,difluprednate||gliclazide
methylprednisone,zafirlukast,methylprednisone||zafirlukast
ethyl chloride,lanopepden,ethyl chloride||lanopepden
"4-bromo-2,5-dimethoxyamphetamine",gantacurium,"4-bromo-2,5-dimethoxyamphetamine||gantacurium"
benazeprilat,methotrimeprazine,benazeprilat||methotrimeprazine
acetophenazine,artemisinin,acetophenazine||artemisinin
gilteritinib,ibandronate,gilteritinib||ibandronate
cidoxepin,gadodiamide,cidoxepin||gadodiamide
diphenadione,vinorelbine,diphenadione||vinorelbine
captodiame,tioclomarol,captodiame||tioclomarol
ponatinib,somatostatin,ponatinib||somatostatin
cinoxacin,propacetamol,cinoxacin||propacetamol
allylestrenol,cefacetrile,allylestrenol||cefacetrile
clozapine,tiludronic acid,clozapine||tiludronic acid
cannabidivarin,ethylmorphine,cannabidivarin||ethylmorphine
bupropion,ivosidenib,bupropion||ivosidenib
aluminium nicotinate,lamivudine,aluminium nicotinate||lamivudine
acenocoumarol,taxifolin,acenocoumarol||taxifolin
"1,2-benzodiazepine",benactyzine,"1,2-benzodiazepine||benactyzine"
dihydroetorphine,metocurine,dihydroetorphine||metocurine
alpelisib,topiroxostat,alpelisib||topiroxostat
mibefradil,trimebutine,mibefradil||trimebutine
deserpidine,ebselen,deserpidine||ebselen
conivaptan,midostaurin,conivaptan||midostaurin
ibudilast,trazodone,ibudilast||trazodone
dextrothyroxine,orlistat,dextrothyroxine||orlistat
floctafenine,isocarboxazid,floctafenine||isocarboxazid
dermatan sulfate,taurochenodeoxycholic acid,dermatan sulfate||taurochenodeoxycholic acid
dabrafenib,methylergometrine,dabrafenib||methylergometrine
clomipramine,pomalidomide,clomipramine||pomalidomide
phenindione,testosterone enantate benzilic acid hydrazone,phenindione||testosterone enantate benzilic acid hydrazone
peruvoside,previtamin d(3),peruvoside||previtamin d(3)
ceftaroline fosamil,trimetrexate,ceftaroline fosamil||trimetrexate
amlodipine,hydrogen peroxide,amlodipine||hydrogen peroxide
dexketoprofen,doxapram,dexketoprofen||doxapram
cymarin,quinethazone,cymarin||quinethazone
lamivudine,simeprevir,lamivudine||simeprevir
9-(n-methyl-l-isoleucine)-cyclosporin a,ozanimod,9-(n-methyl-l-isoleucine)-cyclosporin a||ozanimod
alpelisib,tipranavir,alpelisib||tipranavir
bucindolol,norfenefrine,bucindolol||norfenefrine
gabapentin,win 55212-2,gabapentin||win 55212-2
etoposide,tucatinib,etoposide||tucatinib
lorlatinib,quetiapine,lorlatinib||quetiapine
azacitidine,ioxilan,azacitidine||ioxilan
diclofenamide,sibutramine,diclofenamide||sibutramine
ivabradine,mesoridazine,ivabradine||mesoridazine
nepafenac,suxibuzone,nepafenac||suxibuzone
minoxidil,pargyline,minoxidil||pargyline
abafungin,aloglutamol,abafungin||aloglutamol
butamben,monastrol,butamben||monastrol
ethambutol,tolfenamic acid,ethambutol||tolfenamic acid
clorazepic acid,tiotropium,clorazepic acid||tiotropium
acetylsalicylic acid,estradiol cypionate,acetylsalicylic acid||estradiol cypionate
serotonin,vilazodone,serotonin||vilazodone
hydroxytyrosol,sirolimus,hydroxytyrosol||sirolimus
bicifadine,propacetamol,bicifadine||propacetamol
istradefylline,lisofylline,istradefylline||lisofylline
phenoxybenzamine,piclozotan,phenoxybenzamine||piclozotan
chloroprocaine,propoxycaine,chloroprocaine||propoxycaine
reserpine,tetrazepam,reserpine||tetrazepam
clothiapine,pizotifen,clothiapine||pizotifen
fluorouracil,zaltoprofen,fluorouracil||zaltoprofen
cefbuperazone,cefozopran,cefbuperazone||cefozopran
fimasartan,metoprolol,fimasartan||metoprolol
colistimethate,ketazolam,colistimethate||ketazolam
ammonia n-13,manidipine,ammonia n-13||manidipine
posaconazole,vinorelbine,posaconazole||vinorelbine
efonidipine,trichloroethylene,efonidipine||trichloroethylene
quinidine,silodosin,quinidine||silodosin
disulfiram,felbamate,disulfiram||felbamate
amobarbital,ondansetron,amobarbital||ondansetron
cisapride,dronabinol,cisapride||dronabinol
canrenone,flunarizine,canrenone||flunarizine
reserpine,rimonabant,reserpine||rimonabant
fexofenadine,magnesium cation,fexofenadine||magnesium cation
allylestrenol,telotristat ethyl,allylestrenol||telotristat ethyl
emedastine,panobinostat,emedastine||panobinostat
desloratadine,valproate bismuth,desloratadine||valproate bismuth
